¶mÂí¥«°Ï,¥æ©ö¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¤g¦a²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¥æ©ö¦~¤ë¤é,¥æ©öµ§´É¼Æ,²¾Âà¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,«Øª«²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,Á`»ù¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¨®¦ì²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,¨®¦ìÁ`»ù¤¸,³Æµù,½s¸¹
¹ª¤s°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¹ª¤s°ÏÀs¤ô¤G¸ô91~120¸¹,19.66,¦í,,,1050422,¤g¦a1«Øª«1¨®¦ì1,¤Q¤G¼h,¤G¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1040513,221.09000000000003,3,2,2,¦³,¦³,17600000,79606,©Y¹D¥­­±,19.9,0,,RPPOMLLLOHLFFAE67CA
¹ª¤s°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¹ª¤s°Ï¬ü³N¥_¤­µó31~60¸¹,19.77,¦í,,,1050426,¤g¦a1«Øª«1¨®¦ì1,¤»¼h,¤G¤Q¤C¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1020301,252.05,3,2,2,¦³,¦³,17500000,69431,©Y¹D¥­­±,16.66,0,§t¸ËæC,RPQPMLLLOHLFFAE87CA
¹ª¤s°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¹ª¤s°ÏÀs¤ô¨½¬ü³NªF¤»µó241~270¸¹,14.72,°Ó,,,1050429,¤g¦a1«Øª«1¨®¦ì1,¤T¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1031210,166.49,2,2,2,¦³,¦³,11710000,72500,©Y¹D¥­­±,29.11,1750000,,RPTNMLKMOHLFFAE97CA
¹ª¤s°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¹ª¤s°ÏÀs¤ô¨½¬ü³NªF¤»µó241~270¸¹,14.72,°Ó,,,1050430,¤g¦a1«Øª«1¨®¦ì1,¥|¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1031210,166.49,2,2,2,¦³,¦³,12050000,74975,©Y¹D¥­­±,29.11,1750000,,RPUNMLKMOHLFFAE08CA
­d¶®°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«­d¶®°Ï¥Ã´Iµó31~60¸¹,13.6,°Ó,,,1050506,¤g¦a1«Øª«1¨®¦ì0,¤­¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),,¿ûµ¬²V¾®¤g³y,0670414,53.27,2,1,1,¦³,µL,2380000,44678,,0.0,0,,RPPNMLMJOHLFFBE57CA
­d¶®°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«­d¶®°Ï¤¤¥¿¤@¸ô211~240¸¹,28.19,°Ó,,,1050310,¤g¦a1«Øª«1¨®¦ì2,¤Q¤K¼h,¤G¤Q¤E¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1010705,536.73,0,0,0,µL,¦³,37000000,68936,©Y¹D¥­­±,33.1,0,,RPXNMLMJOHLFFBE38CA
­d¶®°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«­d¶®°Ï·s¥ú¸ô62«Ñ1~30¸¹,5.24,°Ó,,,1050515,¤g¦a1«Øª«1¨®¦ì0,¤G¤Q¤T¼h,¤T¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0860421,122.36,2,2,2,¦³,¦³,4760000,38902,,0.0,0,,RPOOMLMJOHLFFBE57CA
­d¶®°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«­d¶®°Ï¤¤¤s¤G¸ô481~510¸¹,2.49,°Ó,,,1050526,¤g¦a1«Øª«1¨®¦ì0,¤Q¤@¼h,¤Q¤G¼h,®M©Ð(1©Ð1ÆU1½Ã),°Ó·~¥Î,¿ûµ¬²V¾®¤g³y,0851003,27.880000000000003,1,1,1,¦³,¦³,1030000,36944,,0.0,0,,RPRNMLNJOHLFFBE87CA
­d¶®°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«­d¶®°ÏªZ¤¯µó152«Ñ1~30¸¹,46.5,¦í,,,1050425,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,¥|¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),,¿ûµ¬²V¾®¤g³y,0660823,89.82,3,2,2,¦³,µL,3100000,34513,,0.0,0,,RPPOMLOKOHLFFBE97CA
·s¿³°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«·s¿³°Ï¤¤¥¿¥|¸ô61~90¸¹,7.06,°Ó,,,1050428,¤g¦a1«Øª«1¨®¦ì0,¤Q¤T¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0890304,79.59,2,1,1,¦³,¦³,4100000,51514,,0.0,0,§t¶§¥x¥~±Àªþ¸ËæC,®a¹q,¼p¨ã,®a¹q,RPTNMLLLOHLFFBE08CA
¤p´ä°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¤p´ä°Ï¤s©ú¸ô151~180¸¹,20.9,¦í,,,1050523,¤g¦a1«Øª«1¨®¦ì1,¤G¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1041106,140.44,3,2,2,¦³,µL,7700000,54828,©Y¹D¥­­±,13.67,0,,RPPNMLOJOHLFFCE87CA
¤p´ä°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¤p´ä°Ï¤s©ú¸ô151~180¸¹,13.39,¦í,,,1050523,¤g¦a1«Øª«1¨®¦ì1,¤T¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1041106,94.35,2,2,1,¦³,µL,5650000,59883,©Y¹D¾÷±ñ,8.7,0,,RPQNMLOJOHLFFCE97CA
¤p´ä°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤p´ä°Ï¤s©ú¸ô151~180¸¹,12.32,¦í,,,1050523,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1041106,85.65,2,2,1,¦³,µL,4880000,56976,,0.0,0,,RPRNMLOJOHLFFCE08CA
¤p´ä°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤p´ä°Ï¤s©ú¸ô151~180¸¹,12.32,¦í,,,1050523,¤g¦a1«Øª«1¨®¦ì0,¤C¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1041106,85.65,2,2,1,¦³,µL,5150000,60128,,0.0,0,,RPSNMLOJOHLFFCE18CA
¤p´ä°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤p´ä°Ï¤s©ú¸ô181~210¸¹,12.86,¦í,,,1050523,¤g¦a1«Øª«1¨®¦ì0,¤Q¤­¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1041106,87.83,2,2,1,¦³,µL,5290000,60230,,0.0,0,,RPTNMLOJOHLFFCE28CA
¤p´ä°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¤p´ä°ÏµØ©úµó31~60¸¹,15.78,¦í,,,1050518,¤g¦a1«Øª«1¨®¦ì1,¤C¼h,¤K¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0920915,103.59,3,1,2,¦³,¦³,851313,8218,¨ä¥L,0.0,0,¿ËÄÝÃö«Y¶¡¤§¥æ©ö¡C,RPPOMLOJOHLFFCE97CA
¤p´ä°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤p´ä°Ï¤s¥Ð¸ô105«Ñ1~30¸¹,81.0,¦í,,,1050524,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1040605,205.26,5,2,3,¦³,µL,11250000,54809,,0.0,0,,RPPOMLQJOHLFFCE18CA
«eÂí°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥««eÂí°Ï¦ò¤½¸ô22«Ñ1~30¸¹,87.0,¦í,,,1050502,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,,¿ûµ¬²V¾®¤g³y,0760618,172.64,4,2,3,¦³,µL,8250000,47787,,0.0,0,,RPUNMLRJOHLFFCE68CA
¤p´ä°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤p´ä°Ï¤s©ú¸ô601~630¸¹,21.8,¦í,,,1050507,¤g¦a1«Øª«1¨®¦ì0,¤»¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1040925,161.42000000000002,4,2,2,¦³,¦³,7980000,49436,,0.0,0,,RPRNMLNJOHLFFCE97CA
«eÂí°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥««eÂí°Ï¤@¤ß¤G¸ô151~180¸¹,15.95,¦í,,,1050414,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,¤Q¤G¼h,¿ì¤½°Ó·~¤j¼Ó,°Ó·~¥Î,¿ûµ¬²V¾®¤g³y,0800514,208.34000000000003,0,0,0,µL,¦³,5200000,24959,,0.0,0,,RPWNMLOKOHLFFCE68CA
¤p´ä°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¤p´ä°Ïº~¥Á¸ô1~30¸¹,18.63,¦í,,,1050417,¤g¦a1«Øª«1¨®¦ì1,¤Q¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1041103,184.57999999999998,3,2,2,¦³,¦³,6800000,36840,©Y¹D¥­­±,22.51,0,,RPPOMLQKOHLFFCE28CA
¤p´ä°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤p´ä°Ï°ª©W¤»¤Q¤Gµó1~30¸¹,168.7,¦í,,,1050523,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1030317,305.82,5,2,5,¦³,µL,17700000,57877,,0.0,0,,RPQNMLLLOHLFFCE87CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤T¥Á°Ï¥Á±Ú¤@¸ô312«Ñ44§Ë1~30¸¹,52.88,°Ó,,,1050519,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0581031,126.06,3,2,3,¦³,µL,5000000,39664,,0.0,0,,RPQOMLMJOHLFFDE97CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤T¥Á°ÏÄ±¥Á¸ô233«Ñ1~30¸¹,28.71,¦í,,,1050517,¤g¦a1«Øª«1¨®¦ì0,¤@¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),,¿ûµ¬²V¾®¤g³y,0730702,83.52,3,2,2,¦³,µL,6500000,77826,,0.0,0,§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPWOMLMJOHLFFDE58CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤T¥Á°ÏµqªF¸ô246«Ñ70§Ë1~30¸¹,71.0,¦í,,,1050426,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,,¿ûµ¬²V¾®¤g³y,0700128,138.79,6,2,3,¦³,µL,6480000,46689,,0.0,0,,RPWNMLNJOHLFFDE58CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤T¥Á°Ï¤T¥Áµó181~210¸¹,107.0,°Ó,,,1050430,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í°Ó¥Î,¥[±j¿j³y,0531129,138.59,5,2,2,¦³,µL,16000000,115448,,0.0,0,,RPXNMLNJOHLFFDE68CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¤T¥Á°Ï©µ¼yµó121~150¸¹,20.77,¦í,,,1050414,¤g¦a1«Øª«1¨®¦ì1,¤Q¥|¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0910204,150.97,3,2,2,¦³,¦³,7500000,49679,©Y¹D¥­­±,24.42,0,,RPROMLNJOHLFFDE18CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¤T¥Á°Ï¼á²M¸ô691~720¸¹,22.89,¦í,,,1050506,¤g¦a1«Øª«1¨®¦ì1,¥|¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1010208,139.1,3,2,2,¦³,¦³,8500000,61107,©Y¹D¾÷±ñ,10.82,0,,RPTNMLQJOHLFFDE58CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤T¥Á°Ïªe³ö¸ô571~600¸¹,15.27,¦í,,,1050516,¤g¦a1«Øª«1¨®¦ì0,¤Q¤@¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0860124,137.22,4,2,2,¦³,¦³,6020000,43871,,0.0,0,,RPROMLRJOHLFFDE58CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤T¥Á°Ï¥_¥­¤@µó91~120¸¹,226.0,¦í,,,1050125,¤g¦a3«Øª«1¨®¦ì0,¥þ,¤C¼h,³z¤Ñ­í,¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0840411,1271.79,32,0,32,¦³,µL,78080000,61394,,0.0,0,,RPWNMLSJOHLFFDE09CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤T¥Á°Ï¸q¦wµó1~30¸¹,65.0,¦í,,,1050524,¤g¦a2«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,,¿ûµ¬²V¾®¤g³y,0700922,190.0,3,3,4,¦³,µL,7700000,40526,,0.0,0,,RPTNMLRKOHLFFDE78CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤T¥Á°ÏµØ¼wµó121~150¸¹,19.33,°Ó,,,1050511,¤g¦a1«Øª«1¨®¦ì0,¤G¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),,¿ûµ¬²V¾®¤g³y,0690512,82.7,3,2,2,¦³,µL,2880000,34825,,0.0,0,,RPTOMLLLOHLFFDE38CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¤T¥Á°Ï¤å¦w«nµó61~90¸¹,43.8,°Ó,,,1050519,¤g¦a1«Øª«1¨®¦ì1,¤E¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1030610,254.2,4,2,2,¦³,¦³,20000000,78678,©Y¹D¥­­±,28.02,0,,RPXOMLOLOHLFFDE09CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¤T¥Á°Ï¤å¦w«nµó61~90¸¹,43.8,°Ó,,,1050519,¤g¦a1«Øª«1¨®¦ì1,¤K¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1030610,254.2,4,2,2,¦³,¦³,20000000,78678,©Y¹D¥­­±,28.02,0,,RPPPMLOLOHLFFDE38CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤T¥Á°Ï¤j³sµó361~390¸¹,5.08,¦í,,,1050408,¤g¦a1«Øª«1¨®¦ì0,¤K¼h,¤Q¤T¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0970116,42.19,1,1,1,¦³,¦³,2560000,60678,,0.0,0,,RPVNMLRLOHLFFDE09CA
·£±ê°Ï,¤g¦a,»A«Ì¬q¤T¤p¬q1~30¦a¸¹,185.31,¦í,,,1050501,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,12893800,69580,,0.0,0,,RPQOMLMJOHLFFEE08CA
¥ªÀç°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¥ªÀç°Ï¤å¥­µó1~30¸¹,76.63,°Ó,,,1050501,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤­¼h,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0951201,300.38,5,3,6,¦³,µL,20700000,68913,,0.0,0,§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPRQMLMJOHLFFEE38CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«·£±ê°Ï¼w¥Á¸ô426«Ñ1~30¸¹,8.95,¦í,,,1050501,¤g¦a1«Øª«1¨®¦ì0,¤Q¤­¼h,¤G¤Q¤T¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0851028,111.32,4,2,2,¦³,¦³,4060000,36471,,0.0,0,,RPTQMLMJOHLFFEE58CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«·£±ê°Ï¦w®õµó182«Ñ1~30¸¹,5.06,¦í,,,1050501,¤g¦a1«Øª«1¨®¦ì0,¤G¼h,¤Q¼h,®M©Ð(1©Ð1ÆU1½Ã),¨£¨Ï¥Î°õ·Ó,¨£¨Ï¥Î°õ·Ó,0930413,24.380000000000003,1,1,1,¦³,¦³,780000,31993,,0.0,0,,RPQNMLPJOHLFFEE28CA
